Application,ProcessID,FrameType,CPUStartTime,MsBetweenPresents,MsInPresentAPI,MsUntilDisplayed,MsBetweenDisplayChange,DisplayedTime,MsRenderPresentLatency,MsGPUTime,InstrumentedLatency,MsClickToPhotonLatency,phyriadfg_frame_index,qpc_present,warp_ms,iter_ms,slip_ms,MsAddedLatency,pair_age_ms,ring_occ,cap_slots,frz,source_fps,output_fps,cons_per_s,uniq_per_s,gme_dissidence_pct,route_device,GPUUtilization_4090,GPUPower_4090,GPUTemperature_4090,GPUFrequency_4090,GPUMemoryFrequency_4090,GPUMemorySizeUsed_4090,GPUUtilization_1080Ti,GPUPower_1080Ti,GPUTemperature_1080Ti,GPUFrequency_1080Ti,GPUMemoryFrequency_1080Ti,GPUMemorySizeUsed_1080Ti,GPUUtilization_iGPU,CPUUtilization,phyriadfg_disp_phase,phyriadfg_disp_src_frames,phyriadfg_fresh,phyriadfg_warp_gpu_ms,phyriadfg_warp_lat_ms
# schema=PhyriadFG; frametime=MsBetweenPresents(console-style); FrameType: Synthesized|Repeated; NA cells are empty; per-device GPU* suffixed; iGPU/CPU telemetry NA this phase; phyriadfg_disp_phase=intra-pair t_use[0,1], phyriadfg_disp_src_frames=content-source-time(source-frame units, the Animation-Error analogue)
RA Ball Zoo,24484,Synthesized,43.8773,,0.1642,,,,,0.1642,,,0,4079440989394,0.1642,3.7114,,44.7815,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11315.0117,,,,,,,,,0.1393,33.1393,0,,
RA Ball Zoo,24484,Synthesized,43.9042,0.0269,0.0016,,,,,0.0016,,,1,4079440989663,0.0016,0.0031,,44.8085,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11315.0117,,,,,,,,,0.4179,33.4179,0,,
RA Ball Zoo,24484,Synthesized,43.9059,0.0017,0.0006,,,,,0.0006,,,2,4079440989680,0.0006,0.0009,,44.8103,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11315.0117,,,,,,,,,0.6965,33.6965,0,,
RA Ball Zoo,24484,Synthesized,43.9073,0.0014,0.0004,,,,,0.0004,,,3,4079440989694,0.0004,0.0009,,44.8116,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11315.0117,,,,,,,,,0.9751,33.9751,0,,
RA Ball Zoo,24484,Synthesized,47.6536,3.7463,1.8236,,,,,1.8236,,,4,4079441027157,1.8236,1.8245,,48.5576,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11315.0117,,,,,,,,,1.0000,34.0000,1,0.0833,2.0107
RA Ball Zoo,24484,Synthesized,56.7028,9.0492,0.6256,,,,,0.6256,,,5,4079441117649,0.6256,6.7071,,46.1475,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.1428,34.1428,1,0.0899,10.2525
RA Ball Zoo,24484,Synthesized,58.7654,2.0626,2.0556,,,,,2.0556,,,6,4079441138275,2.0556,2.0593,,48.2103,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.4330,34.4330,0,,
RA Ball Zoo,24484,Synthesized,67.6773,8.9119,8.9076,,407944112.9567,,,8.9076,,,7,4079441227394,8.9076,8.9095,,57.1222,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.7217,34.7217,1,0.0859,2.6276
RA Ball Zoo,24484,Synthesized,72.7675,5.0902,0.3304,,12.5134,,,0.3304,,,8,4079441278296,0.3304,5.0877,,53.9932,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.1488,35.1488,1,0.0840,13.6415
RA Ball Zoo,24484,Synthesized,78.9100,6.1425,6.1382,,8.3423,,,6.1382,,,9,4079441339721,6.1382,6.1401,,60.1360,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.4463,35.4463,0,,
RA Ball Zoo,24484,Synthesized,84.4376,5.5276,0.2686,,4.1713,,,0.2686,,,10,4079441394997,0.2686,5.5253,,22.8720,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.0307,36.1534,1,0.0835,11.6966
RA Ball Zoo,24484,Synthesized,91.4088,6.9712,6.9675,,8.3423,,,6.9675,,,11,4079441464709,6.9675,6.9689,,29.8434,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.0948,36.4740,0,,
RA Ball Zoo,24484,Synthesized,95.6491,4.2403,4.2369,,4.1714,,,4.2369,,,12,4079441507112,4.2369,4.2384,,34.0835,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.1580,36.7899,1,0.0800,7.2121
RA Ball Zoo,24484,Synthesized,99.8198,4.1707,4.1674,,4.1711,,,4.1674,,,13,4079441548819,4.1674,4.1687,,38.2544,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.2277,37.1387,1,0.0804,4.2101
RA Ball Zoo,24484,Synthesized,103.9599,4.1401,4.1376,,4.1713,,,4.1376,,,14,4079441590220,4.1376,4.1388,,42.3944,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8984,,,,,,,,,0.2928,37.4641,1,0.0694,4.1439
RA Ball Zoo,24484,Synthesized,108.1385,4.1786,4.1750,,4.1711,,,4.1750,,,15,4079441632006,4.1750,4.1765,,46.5729,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.3689,37.8443,1,0.0754,4.1034
RA Ball Zoo,24484,Synthesized,112.3305,4.1920,4.1885,,4.1713,,,4.1885,,,16,4079441673926,4.1885,4.1899,,50.7649,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.4440,38.2201,1,0.0769,4.1553
RA Ball Zoo,24484,Synthesized,116.4767,4.1462,4.1430,,4.1712,,,4.1430,,,17,4079441715388,4.1430,4.1444,,54.9112,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5123,38.5617,1,0.0731,4.1677
RA Ball Zoo,24484,Synthesized,120.6490,4.1723,3.0661,,4.1713,,,3.0661,,,18,4079441757111,3.0661,4.1705,,50.7344,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1730,41.1730,1,0.0682,5.2273
RA Ball Zoo,24484,Synthesized,124.8934,4.2444,4.2318,,4.1712,,,4.2318,,,19,4079441799555,4.2318,4.2428,,54.9694,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5189,41.5189,1,0.0693,3.0440
RA Ball Zoo,24484,Synthesized,129.0350,4.1416,4.1367,,4.1713,,,4.1367,,,20,4079441840971,4.1367,4.1381,,59.1204,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.8649,41.8649,1,0.0808,4.2237
RA Ball Zoo,24484,Synthesized,134.6508,5.6158,0.2063,,4.1711,,,0.2063,,,21,4079441897129,0.2063,5.6131,,59.0908,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1748,42.1748,1,0.0765,9.5238
RA Ball Zoo,24484,Synthesized,139.0233,4.3725,0.2404,,4.1712,,,0.2404,,,22,4079441940854,0.2404,4.3704,,51.7147,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1748,43.1748,1,0.0735,4.3155
RA Ball Zoo,24484,Synthesized,141.4619,2.4386,2.4305,,4.1712,,,2.4305,,,23,4079441965240,2.4305,2.4339,,54.1535,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5244,43.5244,0,,
RA Ball Zoo,24484,Synthesized,145.7233,4.2614,4.2561,,4.1712,,,4.2561,,,24,4079442007854,4.2561,4.2584,,58.4149,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.8944,43.8944,1,0.0743,2.6617
RA Ball Zoo,24484,Synthesized,150.9139,5.1906,0.3379,,4.1710,,,0.3379,,,25,4079442059760,0.3379,5.1883,,35.8641,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.0446,44.1785,1,0.0760,9.0857
RA Ball Zoo,24484,Synthesized,153.9573,3.0434,3.0385,,4.1711,,,3.0385,,,26,4079442090194,3.0385,3.0403,,38.9077,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1352,44.5409,0,,
RA Ball Zoo,24484,Synthesized,158.2098,4.2525,4.2488,,4.1711,,,4.2488,,,27,4079442132719,4.2488,4.2504,,43.1600,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2255,44.9021,1,0.0789,3.3291
RA Ball Zoo,24484,Synthesized,162.3494,4.1396,4.1360,,4.1711,,,4.1360,,,28,4079442174115,4.1360,4.1376,,47.2997,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.3224,45.2898,1,0.0733,4.2265
RA Ball Zoo,24484,Synthesized,166.4717,4.1223,4.1187,,4.1711,,,4.1187,,,29,4079442215338,4.1187,4.1202,,51.4219,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.4231,45.6924,0,,
RA Ball Zoo,24484,Synthesized,170.6803,4.2086,4.2052,,4.1712,,,4.2052,,,30,4079442257424,4.2052,4.2067,,55.6305,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5171,46.0685,1,0.0751,8.2383
RA Ball Zoo,24484,Synthesized,174.9247,4.2444,4.2411,,4.1714,,,4.2411,,,31,4079442299868,4.2411,4.2425,,59.8750,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6143,46.4572,1,0.0734,4.1829
RA Ball Zoo,24484,Synthesized,179.3293,4.4046,0.1896,,4.1713,,,0.1896,,,32,4079442343914,0.1896,4.4025,,54.7365,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1890,48.1890,1,0.0807,8.4352
RA Ball Zoo,24484,Synthesized,183.1572,3.8279,3.8248,,4.1712,,,3.8248,,,33,4079442382193,3.8248,3.8262,,58.5644,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5763,48.5763,0,,
RA Ball Zoo,24484,Synthesized,187.8886,4.7314,0.1970,,4.1712,,,0.1970,,,34,4079442429507,0.1970,4.7294,,53.4515,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1921,49.1921,1,0.0761,8.5272
RA Ball Zoo,24484,Synthesized,191.5355,3.6469,3.6435,,4.1713,,,3.6435,,,35,4079442465976,3.6435,3.6450,,57.0983,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5857,49.5857,0,,
RA Ball Zoo,24484,Synthesized,196.6170,5.0815,0.2149,,4.1712,,,0.2149,,,36,4079442516791,0.2149,5.0792,,55.6969,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1952,50.1952,1,0.0761,8.6887
RA Ball Zoo,24484,Synthesized,199.8439,3.2269,3.2237,,4.1712,,,3.2237,,,37,4079442549060,3.2237,3.2250,,58.9239,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5857,50.5857,0,,
RA Ball Zoo,24484,Synthesized,204.0743,4.2304,1.1910,,4.1712,,,1.1910,,,38,4079442591364,1.1910,4.2284,,29.3302,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.0495,51.1979,1,0.0805,6.4582
RA Ball Zoo,24484,Synthesized,208.1850,4.1107,4.1074,,4.1712,,,4.1074,,,39,4079442632471,4.1074,4.1088,,33.4409,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1485,51.5939,0,,
RA Ball Zoo,24484,Synthesized,212.4478,4.2628,4.2594,,4.1711,,,4.2594,,,40,4079442675099,4.2594,4.2609,,37.7036,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2503,52.0011,1,0.0793,5.2870
RA Ball Zoo,24484,Synthesized,216.6096,4.1618,4.1584,,4.1713,,,4.1584,,,41,4079442716717,4.1584,4.1599,,41.8654,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.3542,52.4167,1,0.0746,4.2428
RA Ball Zoo,24484,Synthesized,220.7353,4.1257,4.1223,,4.1712,,,4.1223,,,42,4079442757974,4.1223,4.1237,,45.9912,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.4554,52.8214,1,0.0734,4.1405
RA Ball Zoo,24484,Synthesized,224.9183,4.1830,4.1798,,4.1711,,,4.1798,,,43,4079442799804,4.1798,4.1812,,50.1741,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.5596,53.2383,1,0.0772,4.1010
RA Ball Zoo,24484,Synthesized,229.1344,4.2161,4.2128,,4.1712,,,4.2128,,,44,4079442841965,4.2128,4.2144,,54.3902,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6613,53.6453,1,0.0767,4.1633
RA Ball Zoo,24484,Synthesized,233.2617,4.1273,1.5094,,4.1711,,,1.5094,,,45,4079442883238,1.5094,4.1244,,51.1473,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2034,55.2034,1,0.0691,6.8115
RA Ball Zoo,24484,Synthesized,237.4584,4.1967,4.1921,,4.1713,,,4.1921,,,46,4079442925205,4.1921,4.1941,,55.3440,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6101,55.6101,1,0.0793,1.4749
RA Ball Zoo,24484,Synthesized,241.8214,4.3630,1.8393,,4.1711,,,1.8393,,,47,4079442968835,1.8393,4.3604,,50.4352,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2085,56.2085,1,0.0763,6.7002
RA Ball Zoo,24484,Synthesized,245.8164,3.9950,3.9902,,4.1713,,,3.9902,,,48,4079443008785,3.9902,3.9921,,54.4302,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6317,56.6317,1,0.0795,1.7972
RA Ball Zoo,24484,Synthesized,250.0965,4.2801,0.2363,,4.1713,,,0.2363,,,49,4079443051586,0.2363,4.2777,,51.0186,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2106,57.2106,1,0.0759,8.0099
RA Ball Zoo,24484,Synthesized,254.0778,3.9813,3.9777,,4.1712,,,3.9777,,,50,4079443091399,3.9777,3.9792,,54.9998,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6317,57.6317,0,,
RA Ball Zoo,24484,Synthesized,260.7569,6.6791,0.2591,,4.1711,,,0.2591,,,51,4079443158190,0.2591,6.6770,,28.8155,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.0526,58.2105,1,0.0739,10.6142
RA Ball Zoo,24484,Synthesized,262.4588,1.7019,1.6975,,4.1714,,,1.6975,,,52,4079443175209,1.6975,1.6995,,30.5174,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.1573,58.6293,0,,
RA Ball Zoo,24484,Synthesized,266.6689,4.2101,4.2067,,4.1713,,,4.2067,,,53,4079443217310,4.2067,4.2081,,34.7275,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2622,59.0489,1,0.0738,1.9348
RA Ball Zoo,24484,Synthesized,270.8181,4.1492,4.1458,,4.1711,,,4.1458,,,54,4079443258802,4.1458,4.1471,,38.8768,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.3748,59.4991,1,0.0773,4.1878
RA Ball Zoo,24484,Synthesized,274.9979,4.1798,4.1764,,4.1712,,,4.1764,,,55,4079443300600,4.1764,4.1778,,43.0565,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.4916,59.9663,1,0.0779,4.1257
RA Ball Zoo,24484,Synthesized,279.1274,4.1295,4.1256,,4.1712,,,4.1256,,,56,4079443341895,4.1256,4.1273,,47.1860,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6008,60.4033,1,0.0735,4.1580
RA Ball Zoo,24484,Synthesized,283.3245,4.1971,4.1939,,4.1713,,,4.1939,,,57,4079443383866,4.1939,4.1953,,51.3832,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.7138,60.8552,1,0.0730,4.1038
RA Ball Zoo,24484,Synthesized,288.5756,5.2511,0.2559,,4.1711,,,0.2559,,,58,4079443436377,0.2559,5.2491,,48.5465,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.2196,62.2196,1,0.0785,9.1682
RA Ball Zoo,24484,Synthesized,291.6009,3.0253,3.0217,,4.1711,,,3.0217,,,59,4079443466630,3.0217,3.0231,,51.5718,,,28,0,,,,,,4090,88.0000,333.0460,51.0000,3030.0000,12251.0000,11331.8906,,,,,,,,,0.6589,62.6589,0,,
RA Ball Zoo,24484,Synthesized,295.8301,4.2292,1.2056,,4.1711,,,1.2056,,,60,4079443508922,1.2056,4.2273,,46.0101,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2196,63.2196,1,0.0830,6.2777
RA Ball Zoo,24484,Synthesized,299.9673,4.1372,4.1339,,4.1712,,,4.1339,,,61,4079443550294,4.1339,4.1354,,50.1473,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6627,63.6627,0,,
RA Ball Zoo,24484,Synthesized,304.4198,4.4525,0.2153,,4.1711,,,0.2153,,,62,4079443594819,0.2153,4.4505,,43.9768,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2209,64.2209,1,0.0749,9.5605
RA Ball Zoo,24484,Synthesized,308.3051,3.8853,3.8819,,4.1712,,,3.8819,,,63,4079443633672,3.8819,3.8833,,47.8621,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6702,64.6702,0,,
RA Ball Zoo,24484,Synthesized,312.5161,4.2110,1.1973,,4.1711,,,1.1973,,,64,4079443675782,1.1973,4.2091,,46.1951,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2262,65.2262,1,0.0782,7.0944
RA Ball Zoo,24484,Synthesized,316.6291,4.1130,4.1098,,4.1710,,,4.1098,,,65,4079443716912,4.1098,4.1111,,50.3082,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6869,65.6869,0,,
RA Ball Zoo,24484,Synthesized,320.8526,4.2235,2.7141,,4.1712,,,2.7141,,,66,4079443759147,2.7141,4.2215,,45.9958,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2315,66.2315,1,0.0799,6.8034
RA Ball Zoo,24484,Synthesized,325.0158,4.1632,4.1600,,4.1711,,,4.1600,,,67,4079443800779,4.1600,4.1613,,50.1590,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6944,66.6944,1,0.0781,2.6947
RA Ball Zoo,24484,Synthesized,329.1987,4.1829,3.0736,,4.1711,,,3.0736,,,68,4079443842608,3.0736,4.1810,,43.9532,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2336,67.2336,1,0.0695,5.2470
RA Ball Zoo,24484,Synthesized,333.3891,4.1904,1.6618,,4.1712,,,1.6618,,,69,4079443884512,1.6618,4.1883,,39.7410,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2336,68.2336,1,0.0708,5.5829
RA Ball Zoo,24484,Synthesized,337.5166,4.1275,4.1235,,4.1711,,,4.1235,,,70,4079443925787,4.1235,4.1251,,43.8683,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6993,68.6993,1,0.0794,1.6347
RA Ball Zoo,24484,Synthesized,341.7387,4.2221,0.3119,,4.1712,,,0.3119,,,71,4079443968008,0.3119,4.2202,,40.7817,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2331,69.2331,1,0.0799,8.0133
RA Ball Zoo,24484,Synthesized,345.8249,4.0862,4.0829,,4.1711,,,4.0829,,,72,4079444008870,4.0829,4.0843,,44.8680,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6993,69.6993,0,,
RA Ball Zoo,24484,Synthesized,351.5403,5.7154,0.2301,,4.1710,,,0.2301,,,73,4079444066024,0.2301,5.7135,,43.5730,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2322,70.2322,1,0.0732,9.8604
RA Ball Zoo,24484,Synthesized,354.1655,2.6252,2.6215,,4.1712,,,2.6215,,,74,4079444092276,2.6215,2.6232,,46.1982,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6965,70.6965,0,,
RA Ball Zoo,24484,Synthesized,359.1430,4.9775,0.2735,,4.1711,,,0.2735,,,75,4079444142051,0.2735,4.9756,,44.0467,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2322,71.2322,1,0.0801,7.5350
RA Ball Zoo,24484,Synthesized,362.5007,3.3577,3.3544,,4.1711,,,3.3544,,,76,4079444175628,3.3544,3.3558,,47.4044,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7019,71.7019,0,,
RA Ball Zoo,24484,Synthesized,366.7681,4.2674,4.2642,,4.1712,,,4.2642,,,77,4079444218302,4.2642,4.2656,,51.6717,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,1.0000,72.0000,1,0.0848,3.5981
RA Ball Zoo,24484,Synthesized,370.9115,4.1434,0.6596,,4.1712,,,0.6596,,,78,4079444259736,0.6596,4.1413,,48.4552,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2357,72.2357,1,0.0870,7.7273
RA Ball Zoo,24484,Synthesized,375.4161,4.5046,0.2108,,4.1713,,,0.2108,,,79,4079444304782,0.2108,4.5027,,16.5521,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.0593,73.2372,1,0.0813,4.9281
RA Ball Zoo,24484,Synthesized,379.1970,3.7809,3.7778,,4.1712,,,3.7778,,,80,4079444342591,3.7778,3.7791,,20.3330,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.1780,73.7121,0,,
RA Ball Zoo,24484,Synthesized,383.4378,4.2408,4.2373,,4.1711,,,4.2373,,,81,4079444384999,4.2373,4.2388,,24.5737,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2970,74.1879,1,0.0734,3.9711
RA Ball Zoo,24484,Synthesized,387.6026,4.1648,4.1612,,4.1710,,,4.1612,,,82,4079444426647,4.1612,4.1629,,28.7385,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.4158,74.6631,1,0.0800,4.2189
RA Ball Zoo,24484,Synthesized,391.8786,4.2760,4.2727,,4.1711,,,4.2727,,,83,4079444469407,4.2727,4.2741,,33.0145,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.5346,75.1382,1,0.1041,4.1403
RA Ball Zoo,24484,Synthesized,395.9625,4.0839,4.0801,,4.1711,,,4.0801,,,84,4079444510246,4.0801,4.0818,,37.0984,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6571,75.6283,1,0.0732,4.2556
RA Ball Zoo,24484,Synthesized,400.1141,4.1516,4.1483,,4.1710,,,4.1483,,,85,4079444551762,4.1483,4.1497,,41.2501,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7808,76.1231,1,0.0716,4.0624
RA Ball Zoo,24484,Synthesized,404.2666,4.1525,4.1490,,4.1711,,,4.1490,,,86,4079444593287,4.1490,4.1504,,45.4026,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.9009,76.6035,1,0.0790,4.1314
RA Ball Zoo,24484,Synthesized,408.5224,4.2558,0.2050,,4.1712,,,0.2050,,,87,4079444635845,0.2050,4.2539,,42.0748,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2400,77.2400,1,0.0778,8.1784
RA Ball Zoo,24484,Synthesized,412.5622,4.0398,4.0364,,4.1710,,,4.0364,,,88,4079444676243,4.0364,4.0378,,46.1144,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7200,77.7200,0,,
RA Ball Zoo,24484,Synthesized,418.5052,5.9430,0.2164,,4.1709,,,0.2164,,,89,4079444735673,0.2164,5.9410,,43.4214,,,28,0,,,,,,4090,87.0000,304.1570,50.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2403,78.2403,1,0.0736,9.9505
