Application,ProcessID,FrameType,CPUStartTime,MsBetweenPresents,MsInPresentAPI,MsUntilDisplayed,MsBetweenDisplayChange,DisplayedTime,MsRenderPresentLatency,MsGPUTime,InstrumentedLatency,MsClickToPhotonLatency,phyriadfg_frame_index,qpc_present,warp_ms,iter_ms,slip_ms,MsAddedLatency,pair_age_ms,ring_occ,cap_slots,frz,source_fps,output_fps,cons_per_s,uniq_per_s,gme_dissidence_pct,route_device,GPUUtilization_4090,GPUPower_4090,GPUTemperature_4090,GPUFrequency_4090,GPUMemoryFrequency_4090,GPUMemorySizeUsed_4090,GPUUtilization_1080Ti,GPUPower_1080Ti,GPUTemperature_1080Ti,GPUFrequency_1080Ti,GPUMemoryFrequency_1080Ti,GPUMemorySizeUsed_1080Ti,GPUUtilization_iGPU,CPUUtilization,phyriadfg_disp_phase,phyriadfg_disp_src_frames,phyriadfg_fresh,phyriadfg_warp_gpu_ms,phyriadfg_warp_lat_ms
# schema=PhyriadFG; frametime=MsBetweenPresents(console-style); FrameType: Synthesized|Repeated; NA cells are empty; per-device GPU* suffixed; iGPU/CPU telemetry NA this phase; phyriadfg_disp_phase=intra-pair t_use[0,1], phyriadfg_disp_src_frames=content-source-time(source-frame units, the Animation-Error analogue)
RA Ball Zoo,24484,Synthesized,16179.0150,4.4628,0.2249,,4.1709,,,0.2249,,,3798,4079602340771,0.2249,4.4605,1.7764,28.0379,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2621,1954.2621,1,0.0814,7.9312
RA Ball Zoo,24484,Synthesized,16182.8930,3.8780,3.8736,,4.1709,,,3.8736,,,3799,4079602379551,3.8736,3.8755,1.7764,31.9161,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7858,1954.7858,0,,
RA Ball Zoo,24484,Synthesized,16187.1440,4.2510,4.2463,,4.1709,,,4.2463,,,3800,4079602422061,4.2463,4.2484,1.7764,36.1670,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,1.0000,1955.0000,1,0.0768,4.0924
RA Ball Zoo,24484,Synthesized,16191.9825,4.8385,0.2784,,4.1710,,,0.2784,,,3801,4079602470446,0.2784,4.8366,1.7764,32.4851,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2607,1955.2607,1,0.0747,8.7680
RA Ball Zoo,24484,Synthesized,16195.3921,3.4096,3.4056,,4.1709,,,3.4056,,,3802,4079602504542,3.4056,3.4074,1.7764,35.8947,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7822,1955.7822,0,,
RA Ball Zoo,24484,Synthesized,16199.9884,4.5963,0.2342,,4.1710,,,0.2342,,,3803,4079602550505,0.2342,4.5940,1.7764,32.4829,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2577,1956.2577,1,0.0796,8.0241
RA Ball Zoo,24484,Synthesized,16203.7279,3.7395,3.7351,,4.1709,,,3.7351,,,3804,4079602587900,3.7351,3.7370,1.7764,36.2225,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7732,1956.7732,0,,
RA Ball Zoo,24484,Synthesized,16208.0856,4.3577,0.2648,,4.1709,,,0.2648,,,3805,4079602631477,0.2648,4.3557,1.7764,32.5149,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2578,1957.2578,1,0.0788,8.0386
RA Ball Zoo,24484,Synthesized,16212.0756,3.9900,3.9852,,4.1709,,,3.9852,,,3806,4079602671377,3.9852,3.9874,1.7764,36.5047,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7733,1957.7733,0,,
RA Ball Zoo,24484,Synthesized,16217.2245,5.1489,0.2980,,4.1709,,,0.2980,,,3807,4079602722866,0.2980,5.1466,1.7764,32.9715,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2579,1958.2579,1,0.0750,9.0663
RA Ball Zoo,24484,Synthesized,16220.4162,3.1917,3.1878,,4.1709,,,3.1878,,,3808,4079602754783,3.1878,3.1894,1.7764,36.1633,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7736,1958.7736,0,,
RA Ball Zoo,24484,Synthesized,16228.8452,8.4290,1.2266,,8.3417,,,1.2266,,,3809,4079602839073,1.2266,8.4270,1.7764,34.7489,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2589,1959.2589,1,0.0749,10.6554
RA Ball Zoo,24484,Synthesized,16232.9381,4.0929,4.0882,,4.1709,,,4.0882,,,3810,4079602880002,4.0882,4.0901,1.7764,38.8419,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7644,1959.7644,0,,
RA Ball Zoo,24484,Synthesized,16237.1708,4.2327,0.6103,,4.1709,,,0.6103,,,3811,4079602922329,0.6103,4.2302,1.7764,35.0026,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2548,1960.2548,1,0.0803,8.9233
RA Ball Zoo,24484,Synthesized,16241.2727,4.1019,4.0973,,4.1709,,,4.0973,,,3812,4079602963348,4.0973,4.0992,1.7764,39.1045,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7688,1960.7688,0,,
RA Ball Zoo,24484,Synthesized,16245.5069,4.2342,1.0274,,4.1709,,,1.0274,,,3813,4079603005690,1.0274,4.2319,1.7764,35.3121,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2563,1961.2563,1,0.0795,7.9022
RA Ball Zoo,24484,Synthesized,16249.6177,4.1108,4.1063,,4.1710,,,4.1063,,,3814,4079603046798,4.1063,4.1081,1.7764,39.4229,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7698,1961.7698,0,,
RA Ball Zoo,24484,Synthesized,16254.9329,5.3152,0.2887,,4.1710,,,0.2887,,,3815,4079603099950,0.2887,5.3130,1.7764,37.2989,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2566,1962.2566,1,0.0753,10.1490
RA Ball Zoo,24484,Synthesized,16257.9915,3.0586,3.0549,,4.1710,,,3.0549,,,3816,4079603130536,3.0549,3.0568,1.7764,40.3573,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7729,1962.7729,0,,
RA Ball Zoo,24484,Synthesized,16263.0823,5.0908,0.2535,,4.1709,,,0.2535,,,3817,4079603181444,0.2535,5.0885,1.7764,34.8313,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2576,1963.2576,1,0.0768,8.1513
RA Ball Zoo,24484,Synthesized,16266.3535,3.2712,3.2671,,4.1709,,,3.2671,,,3818,4079603214156,3.2671,3.2688,1.7764,38.1027,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7618,1963.7618,0,,
RA Ball Zoo,24484,Synthesized,16270.5717,4.2182,1.0930,,4.1709,,,1.0930,,,3819,4079603256338,1.0930,4.2156,1.7764,35.0803,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2539,1964.2539,1,0.0808,6.6315
RA Ball Zoo,24484,Synthesized,16274.6528,4.0811,4.0756,,4.1709,,,4.0756,,,3820,4079603297149,4.0756,4.0779,1.7764,39.1613,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7592,1964.7592,0,,
RA Ball Zoo,24484,Synthesized,16279.0431,4.3903,0.2498,,4.1711,,,0.2498,,,3821,4079603341052,0.2498,4.3877,1.7764,35.6217,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2531,1965.2531,1,0.0796,9.3011
RA Ball Zoo,24484,Synthesized,16282.9971,3.9540,3.9498,,4.1710,,,3.9498,,,3822,4079603380592,3.9498,3.9515,1.7764,39.5757,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,99.0000,252.0760,46.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7620,1965.7620,0,,
RA Ball Zoo,24484,Synthesized,16287.2315,4.2344,0.4578,,4.1709,,,0.4578,,,3823,4079603422936,0.4578,4.2323,1.7764,36.3512,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2540,1966.2540,1,0.0764,7.9638
RA Ball Zoo,24484,Synthesized,16291.3376,4.1061,4.1014,,4.1710,,,4.1014,,,3824,4079603463997,4.1014,4.1032,1.7764,40.4572,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7630,1966.7630,0,,
RA Ball Zoo,24484,Synthesized,16295.6664,4.3288,0.2494,,4.1710,,,0.2494,,,3825,4079603507285,0.2494,4.3265,1.7764,34.3305,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2543,1967.2543,1,0.0744,8.6281
RA Ball Zoo,24484,Synthesized,16299.6780,4.0116,4.0075,,4.1709,,,4.0075,,,3826,4079603547401,4.0075,4.0094,1.7764,38.3420,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7630,1967.7630,0,,
RA Ball Zoo,24484,Synthesized,16303.9284,4.2504,1.2781,,4.1710,,,1.2781,,,3827,4079603589905,1.2781,4.2477,1.7764,33.8264,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2510,1968.2510,1,0.0796,7.2170
RA Ball Zoo,24484,Synthesized,16308.0196,4.0912,4.0875,,4.1709,,,4.0875,,,3828,4079603630817,4.0875,4.0890,1.7764,37.9177,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7530,1968.7530,0,,
RA Ball Zoo,24484,Synthesized,16312.2414,4.2218,1.0591,,4.1709,,,1.0591,,,3829,4079603673035,1.0591,4.2195,1.7764,34.5095,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2495,1969.2495,1,0.0799,8.4979
RA Ball Zoo,24484,Synthesized,16316.4035,4.1621,4.1587,,4.1711,,,4.1587,,,3830,4079603714656,4.1587,4.1601,1.7764,38.6716,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7643,1969.7643,0,,
RA Ball Zoo,24484,Synthesized,16320.6068,4.2033,2.2961,,4.1709,,,2.2961,,,3831,4079603756689,2.2961,4.2011,1.7764,34.8852,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2600,1970.2600,1,0.0757,7.1073
RA Ball Zoo,24484,Synthesized,16324.7450,4.1382,4.1346,,4.1708,,,4.1346,,,3832,4079603798071,4.1346,4.1360,1.7764,39.0232,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7893,1970.7893,1,0.0778,2.2703
RA Ball Zoo,24484,Synthesized,16328.9114,4.1664,3.0512,,4.1708,,,3.0512,,,3833,4079603839735,3.0512,4.1643,1.7764,32.8380,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2654,1971.2654,1,0.0768,5.2253
RA Ball Zoo,24484,Synthesized,16333.1030,4.1916,4.1882,,4.1710,,,4.1882,,,3834,4079603881651,4.1882,4.1897,1.7764,37.0296,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7963,1971.7963,1,0.0729,3.0290
RA Ball Zoo,24484,Synthesized,16337.3003,4.1973,2.5601,,4.1709,,,2.5601,,,3835,4079603923624,2.5601,4.1951,1.7764,31.9022,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2634,1972.2634,1,0.0718,5.8016
RA Ball Zoo,24484,Synthesized,16341.4807,4.1804,4.1770,,4.1709,,,4.1770,,,3836,4079603965428,4.1770,4.1783,1.7764,36.0826,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7903,1972.7903,1,0.0774,2.5398
RA Ball Zoo,24484,Synthesized,16345.6209,4.1402,3.2258,,4.1709,,,3.2258,,,3837,4079604006830,3.2258,4.1384,1.7764,35.3450,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2643,1973.2643,1,0.0737,5.0687
RA Ball Zoo,24484,Synthesized,16351.0168,5.3959,0.2880,,4.1709,,,0.2880,,,3838,4079604060789,0.2880,5.3941,1.7764,34.6023,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2643,1974.2643,1,0.0713,8.3087
RA Ball Zoo,24484,Synthesized,16353.8853,2.8685,2.8645,,4.1709,,,2.8645,,,3839,4079604089474,2.8645,2.8662,1.7764,37.4708,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7930,1974.7930,0,,
RA Ball Zoo,24484,Synthesized,16362.3546,8.4693,1.8701,,8.3417,,,1.8701,,,3840,4079604174167,1.8701,8.4672,1.7764,39.4102,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2643,1975.2643,1,0.0746,9.7150
RA Ball Zoo,24484,Synthesized,16366.4971,4.1425,4.1366,,4.1711,,,4.1366,,,3841,4079604215592,4.1366,4.1395,1.7764,43.5527,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7842,1975.7842,1,0.0842,1.8330
RA Ball Zoo,24484,Synthesized,16370.6407,4.1436,4.1142,,4.1709,,,4.1142,,,3842,4079604257028,4.1142,4.1161,1.7764,47.6964,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,1.0000,1976.0000,1,0.0871,4.1417
RA Ball Zoo,24484,Synthesized,16375.7269,5.0862,0.3549,,4.1709,,,0.3549,,,3843,4079604307890,0.3549,5.0361,1.7764,43.7417,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2686,1976.2686,1,0.0848,8.8207
RA Ball Zoo,24484,Synthesized,16378.9268,3.1999,3.1943,,4.1710,,,3.1943,,,3844,4079604339889,3.1943,3.1967,1.7764,46.9415,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.8059,1976.8059,0,,
RA Ball Zoo,24484,Synthesized,16383.2422,4.3154,0.2524,,4.1713,,,0.2524,,,3845,4079604383043,0.2524,4.2177,1.7764,17.0551,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.0671,1977.2684,1,0.0803,7.5876
RA Ball Zoo,24484,Synthesized,16387.2529,4.0107,4.0069,,4.1710,,,4.0069,,,3846,4079604423150,4.0069,4.0086,1.7764,21.0659,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.1998,1977.7991,0,,
RA Ball Zoo,24484,Synthesized,16391.5361,4.2832,4.1770,,4.1709,,,4.1770,,,3847,4079604465982,4.1770,4.1784,1.7764,25.3490,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.3327,1978.3309,1,0.0795,4.3446
RA Ball Zoo,24484,Synthesized,16395.5845,4.0484,4.0446,,4.1710,,,4.0446,,,3848,4079604506466,4.0446,4.0464,1.7764,29.3974,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.4667,1978.8669,0,,
RA Ball Zoo,24484,Synthesized,16399.9732,4.3887,4.2807,,4.1711,,,4.2807,,,3849,4079604550353,4.2807,4.2823,1.7764,33.7862,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.6001,1979.4003,1,0.0811,8.3121
RA Ball Zoo,24484,Synthesized,16404.0304,4.0572,4.0526,,4.1710,,,4.0526,,,3850,4079604590925,4.0526,4.0547,1.7764,37.8433,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7227,1979.8908,1,0.0740,4.2640
RA Ball Zoo,24484,Synthesized,16408.3347,4.3043,0.2527,,4.1711,,,0.2527,,,3851,4079604633968,0.2527,4.3021,1.7764,32.9621,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2646,1981.2646,1,0.0730,8.0746
RA Ball Zoo,24484,Synthesized,16412.2857,3.9510,3.9470,,4.1710,,,3.9470,,,3852,4079604673478,3.9470,3.9487,1.7764,36.9130,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7938,1981.7938,0,,
RA Ball Zoo,24484,Synthesized,16418.0405,5.7548,0.2353,,4.1709,,,0.2353,,,3853,4079604731026,0.2353,5.6828,1.7764,35.1433,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2642,1982.2642,1,0.0784,9.7002
RA Ball Zoo,24484,Synthesized,16420.6208,2.5803,2.5767,,4.1709,,,2.5767,,,3854,4079604756829,2.5767,2.5782,1.7764,37.7236,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7925,1982.7925,0,,
RA Ball Zoo,24484,Synthesized,16425.8454,5.2246,0.2173,,4.1709,,,0.2173,,,3855,4079604809075,0.2173,5.1545,1.7764,32.8147,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2642,1983.2642,1,0.0792,7.7960
RA Ball Zoo,24484,Synthesized,16428.9563,3.1109,3.1067,,4.1708,,,3.1067,,,3856,4079604840184,3.1067,3.1086,1.7764,35.9257,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7831,1983.7831,0,,
RA Ball Zoo,24484,Synthesized,16433.5023,4.5460,0.2005,,4.1714,,,0.2005,,,3857,4079604885644,0.2005,4.4780,1.7764,33.6226,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2610,1984.2610,1,0.0741,7.6447
RA Ball Zoo,24484,Synthesized,16437.2947,3.7924,3.7886,,4.1709,,,3.7886,,,3858,4079604923568,3.7886,3.7903,1.7764,37.4150,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7851,1984.7851,0,,
RA Ball Zoo,24484,Synthesized,16441.5852,4.2905,0.1986,,4.1708,,,0.1986,,,3859,4079604966473,0.1986,4.2274,1.7764,33.5804,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2617,1985.2617,1,0.0795,8.0611
RA Ball Zoo,24484,Synthesized,16445.6434,4.0582,4.0543,,4.1708,,,4.0543,,,3860,4079605007055,4.0543,4.0560,1.7764,37.6386,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7848,1985.7848,0,,
RA Ball Zoo,24484,Synthesized,16449.9130,4.2696,0.6544,,4.1711,,,0.6544,,,3861,4079605049751,0.6544,4.2222,1.7764,32.1222,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2615,1986.2615,1,0.0779,7.8477
RA Ball Zoo,24484,Synthesized,16453.9624,4.0494,4.0455,,4.1708,,,4.0455,,,3862,4079605090245,4.0455,4.0469,1.7764,36.1716,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7845,1986.7845,0,,
RA Ball Zoo,24484,Synthesized,16458.2090,4.2466,1.6814,,4.1708,,,1.6814,,,3863,4079605132711,1.6814,4.1847,1.7764,32.5210,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2615,1987.2615,1,0.0802,7.2376
RA Ball Zoo,24484,Synthesized,16462.4203,4.2113,4.2077,,4.1710,,,4.2077,,,3864,4079605174824,4.2077,4.2092,1.7764,36.7323,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7878,1987.7878,1,0.0746,1.6595
RA Ball Zoo,24484,Synthesized,16466.5756,4.1553,1.2903,,4.1708,,,1.2903,,,3865,4079605216377,1.2903,4.1531,1.7764,33.3092,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2626,1988.2626,1,0.0700,7.0509
RA Ball Zoo,24484,Synthesized,16470.7172,4.1416,3.0537,,4.1710,,,3.0537,,,3866,4079605257793,3.0537,4.1391,1.7764,29.4235,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2613,1989.2613,1,0.0774,2.3473
RA Ball Zoo,24484,Synthesized,16474.9190,4.2018,4.1982,,4.1710,,,4.1982,,,3867,4079605299811,4.1982,4.1998,1.7764,33.6254,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7839,1989.7839,1,0.0730,3.0400
RA Ball Zoo,24484,Synthesized,16479.0605,4.1415,1.4686,,4.1709,,,1.4686,,,3868,4079605341226,1.4686,4.1395,1.7764,29.8138,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2613,1990.2613,1,0.0762,6.8480
RA Ball Zoo,24484,Synthesized,16483.2241,4.1636,4.1598,,4.1711,,,4.1598,,,3869,4079605382862,4.1598,4.1613,1.7764,33.9773,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7839,1990.7839,0,,
RA Ball Zoo,24484,Synthesized,16487.4274,4.2033,0.8336,,4.1709,,,0.8336,,,3870,4079605424895,0.8336,4.2012,1.7764,30.8840,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2578,1991.2578,1,0.0736,8.9776
RA Ball Zoo,24484,Synthesized,16491.5311,4.1037,4.1003,,4.1709,,,4.1003,,,3871,4079605465932,4.1003,4.1016,1.7764,34.9877,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7734,1991.7734,0,,
RA Ball Zoo,24484,Synthesized,16495.7462,4.2151,1.2997,,4.1709,,,1.2997,,,3872,4079605508083,1.2997,4.2131,1.7764,30.4747,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2583,1992.2583,1,0.0806,7.8293
RA Ball Zoo,24484,Synthesized,16499.8821,4.1359,4.1327,,4.1709,,,4.1327,,,3873,4079605549442,4.1327,4.1340,1.7764,34.6107,,,28,0,118.7015,,118.7015,237.4031,0.0400,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7750,1992.7750,0,,
RA Ball Zoo,24484,Synthesized,16504.1818,4.2997,0.2188,,4.1709,,,0.2188,,,3874,4079605592439,0.2188,3.8940,7.2015,28.7722,,,28,0,121.3229,,110.9976,232.3205,0.0300,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.2585,1993.2585,1,0.0800,9.4942
RA Ball Zoo,24484,Synthesized,16508.2155,4.0337,4.0299,,4.1711,,,4.0299,,,3875,4079605632776,4.0299,4.0315,7.2015,32.8059,,,28,0,121.3229,,110.9976,232.3205,0.0300,4090,93.0000,249.4600,51.0000,3045.0000,12251.0000,11331.8906,,,,,,,,,0.7756,1993.7756,0,,
