Application,ProcessID,FrameType,CPUStartTime,MsBetweenPresents,MsInPresentAPI,MsUntilDisplayed,MsBetweenDisplayChange,DisplayedTime,MsRenderPresentLatency,MsGPUTime,InstrumentedLatency,MsClickToPhotonLatency,phyriadfg_frame_index,qpc_present,warp_ms,iter_ms,slip_ms,MsAddedLatency,pair_age_ms,ring_occ,cap_slots,frz,source_fps,output_fps,cons_per_s,uniq_per_s,gme_dissidence_pct,route_device,GPUUtilization_4090,GPUPower_4090,GPUTemperature_4090,GPUFrequency_4090,GPUMemoryFrequency_4090,GPUMemorySizeUsed_4090,GPUUtilization_1080Ti,GPUPower_1080Ti,GPUTemperature_1080Ti,GPUFrequency_1080Ti,GPUMemoryFrequency_1080Ti,GPUMemorySizeUsed_1080Ti,GPUUtilization_iGPU,CPUUtilization,phyriadfg_disp_phase,phyriadfg_disp_src_frames,phyriadfg_fresh,phyriadfg_warp_gpu_ms,phyriadfg_warp_lat_ms
# schema=PhyriadFG; frametime=MsBetweenPresents(console-style); FrameType: Synthesized|Repeated; NA cells are empty; per-device GPU* suffixed; iGPU/CPU telemetry NA this phase; phyriadfg_disp_phase=intra-pair t_use[0,1], phyriadfg_disp_src_frames=content-source-time(source-frame units, the Animation-Error analogue)
RA Ball Zoo,22920,Synthesized,43.7325,,0.1443,,,,,0.1443,,,0,4078443226959,0.1443,2.9905,,21.5582,,,28,0,,,,,,4090,98.0000,346.4190,46.0000,3045.0000,12251.0000,11316.5117,,,,,,,,,0.1257,18.1257,0,,
RA Ball Zoo,22920,Synthesized,43.7580,0.0255,0.0018,,,,,0.0018,,,1,4078443227214,0.0018,0.0030,,21.5839,,,28,0,,,,,,4090,98.0000,346.4190,46.0000,3045.0000,12251.0000,11316.5117,,,,,,,,,0.3772,18.3772,0,,
RA Ball Zoo,22920,Synthesized,43.7597,0.0017,0.0005,,,,,0.0005,,,2,4078443227231,0.0005,0.0010,,21.5857,,,28,0,,,,,,4090,98.0000,346.4190,46.0000,3045.0000,12251.0000,11316.5117,,,,,,,,,0.6287,18.6287,0,,
RA Ball Zoo,22920,Synthesized,43.7612,0.0015,0.0005,,,,,0.0005,,,3,4078443227246,0.0005,0.0009,,21.5871,,,28,0,,,,,,4090,98.0000,346.4190,46.0000,3045.0000,12251.0000,11316.5117,,,,,,,,,0.8802,18.8802,0,,
RA Ball Zoo,22920,Synthesized,48.1130,4.3518,1.7192,,,,,1.7192,,,4,4078443270764,1.7192,1.7207,,25.9387,,,28,0,,,,,,4090,98.0000,346.4190,46.0000,3045.0000,12251.0000,11316.5117,,,,,,,,,1.0000,19.0000,1,0.0855,2.7114
RA Ball Zoo,22920,Synthesized,52.9645,4.8515,0.5947,,,,,0.5947,,,5,4078443319279,0.5947,2.4057,,14.8247,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.1258,19.1258,1,0.0884,5.9458
RA Ball Zoo,22920,Synthesized,55.0739,2.1094,0.3463,,,,,0.3463,,,6,4078443340373,0.3463,0.3484,,16.9341,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.3772,19.3772,1,0.0908,2.3300
RA Ball Zoo,22920,Synthesized,61.5096,6.4357,2.6157,,407844335.7734,,,2.6157,,,7,4078443404730,2.6157,2.6173,,23.3698,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.6287,19.6287,1,0.0847,4.1437
RA Ball Zoo,22920,Synthesized,66.1180,4.6084,3.0572,,4.1711,,,3.0572,,,8,4078443450814,3.0572,3.0592,,27.9783,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.8802,19.8802,1,0.0875,4.1425
RA Ball Zoo,22920,Synthesized,73.7145,7.5965,6.4875,,12.5134,,,6.4875,,,9,4078443526779,6.4875,6.4893,,35.5747,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,1.0000,20.0000,1,0.0913,4.1414
RA Ball Zoo,22920,Synthesized,77.8444,4.1299,0.8946,,4.1712,,,0.8946,,,10,4078443568078,0.8946,4.1274,,17.2021,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.1235,20.1235,1,0.0845,9.6982
RA Ball Zoo,22920,Synthesized,81.9589,4.1145,4.1111,,4.1711,,,4.1111,,,11,4078443609223,4.1111,4.1126,,21.3167,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.3767,20.3767,0,,
RA Ball Zoo,22920,Synthesized,86.1790,4.2201,4.2167,,4.1711,,,4.2167,,,12,4078443651424,4.2167,4.2181,,25.5368,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.6279,20.6279,1,0.0851,4.9875
RA Ball Zoo,22920,Synthesized,90.3586,4.1796,1.4655,,4.1712,,,1.4655,,,13,4078443693220,1.4655,4.1777,,18.3456,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.1256,21.1256,1,0.0894,6.9076
RA Ball Zoo,22920,Synthesized,94.5224,4.1638,4.1603,,4.1712,,,4.1603,,,14,4078443734858,4.1603,4.1618,,22.5093,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.3767,21.3767,1,0.0901,1.4414
RA Ball Zoo,22920,Synthesized,98.7033,4.1809,4.1774,,4.1711,,,4.1774,,,15,4078443776667,4.1774,4.1789,,26.6902,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.6259,21.6259,1,0.0904,4.1389
RA Ball Zoo,22920,Synthesized,102.8682,4.1649,4.1613,,4.1712,,,4.1613,,,16,4078443818316,4.1613,4.1629,,30.8552,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3984,,,,,,,,,0.8763,21.8763,1,0.0864,4.1617
RA Ball Zoo,22920,Synthesized,107.0537,4.1855,1.7833,,4.1712,,,1.7833,,,17,4078443860171,1.7833,4.1837,,17.4163,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1252,22.1252,1,0.0897,6.5388
RA Ball Zoo,22920,Synthesized,111.2221,4.1684,4.1646,,4.1712,,,4.1646,,,18,4078443901855,4.1646,4.1662,,21.5848,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3756,22.3756,1,0.0921,1.7631
RA Ball Zoo,22920,Synthesized,115.3721,4.1500,4.1465,,4.1711,,,4.1465,,,19,4078443943355,4.1465,4.1479,,25.7347,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6271,22.6271,1,0.0912,4.1483
RA Ball Zoo,22920,Synthesized,119.5474,4.1753,2.0656,,4.1711,,,2.0656,,,20,4078443985108,2.0656,4.1733,,13.8903,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1254,23.1254,1,0.0870,6.2342
RA Ball Zoo,22920,Synthesized,123.7070,4.1596,4.1563,,4.1710,,,4.1563,,,21,4078444026704,4.1563,4.1577,,18.0499,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3763,23.3763,1,0.0860,2.0457
RA Ball Zoo,22920,Synthesized,127.8871,4.1801,4.1767,,4.1710,,,4.1767,,,22,4078444068505,4.1767,4.1780,,22.2299,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6271,23.6271,1,0.0906,4.1388
RA Ball Zoo,22920,Synthesized,132.0657,4.1786,4.1752,,4.1710,,,4.1752,,,23,4078444110291,4.1752,4.1767,,26.4085,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8784,23.8784,1,0.0941,4.1615
RA Ball Zoo,22920,Synthesized,136.2238,4.1581,2.0456,,4.1710,,,2.0456,,,24,4078444151872,2.0456,4.1562,,14.1365,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1254,24.1254,1,0.0880,6.2653
RA Ball Zoo,22920,Synthesized,140.3979,4.1741,4.1709,,4.1710,,,4.1709,,,25,4078444193613,4.1709,4.1722,,18.3106,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3765,24.3765,1,0.0902,2.0259
RA Ball Zoo,22920,Synthesized,144.5705,4.1726,4.1690,,4.1710,,,4.1690,,,26,4078444235339,4.1690,4.1706,,22.4831,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6275,24.6275,1,0.0907,4.1541
RA Ball Zoo,22920,Synthesized,148.7364,4.1659,4.1625,,4.1711,,,4.1625,,,27,4078444276998,4.1625,4.1640,,26.6490,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8781,24.8781,1,0.0932,4.1535
RA Ball Zoo,22920,Synthesized,152.9028,4.1664,2.4862,,4.1709,,,2.4862,,,28,4078444318662,2.4862,4.1645,,14.1012,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,25.1253,1,0.0872,5.8204
RA Ball Zoo,22920,Synthesized,157.0577,4.1549,4.1517,,4.1711,,,4.1517,,,29,4078444360211,4.1517,4.1530,,18.2561,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3763,25.3763,1,0.0860,2.4662
RA Ball Zoo,22920,Synthesized,161.2375,4.1798,4.1764,,4.1710,,,4.1764,,,30,4078444402009,4.1764,4.1778,,22.4359,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6272,25.6272,1,0.0910,4.1351
RA Ball Zoo,22920,Synthesized,165.4297,4.1922,4.1888,,4.1711,,,4.1888,,,31,4078444443931,4.1888,4.1903,,26.6280,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8780,25.8780,1,0.0944,4.1589
RA Ball Zoo,22920,Synthesized,169.6080,4.1783,2.0010,,4.1711,,,2.0010,,,32,4078444485714,2.0010,4.1764,,14.1545,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1255,26.1255,1,0.0877,6.3442
RA Ball Zoo,22920,Synthesized,173.7496,4.1416,4.1382,,4.1711,,,4.1382,,,33,4078444527130,4.1382,4.1397,,18.2960,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3763,26.3763,1,0.0856,1.9836
RA Ball Zoo,22920,Synthesized,177.9395,4.1899,4.1865,,4.1711,,,4.1865,,,34,4078444569029,4.1865,4.1880,,22.4859,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6272,26.6272,1,0.0933,4.1216
RA Ball Zoo,22920,Synthesized,182.1041,4.1646,4.1611,,4.1711,,,4.1611,,,35,4078444610675,4.1611,4.1626,,26.6506,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8695,26.8695,1,0.0898,4.1704
RA Ball Zoo,22920,Synthesized,186.2746,4.1705,4.1673,,4.1710,,,4.1673,,,36,4078444652380,4.1673,4.1686,,30.8211,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,1.0000,27.0000,1,0.0868,4.1438
RA Ball Zoo,22920,Synthesized,190.4478,4.1732,1.2966,,4.1713,,,1.2966,,,37,4078444694112,1.2966,4.1713,,15.1157,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1242,27.1242,1,0.0936,7.0246
RA Ball Zoo,22920,Synthesized,194.6239,4.1761,4.1727,,4.1710,,,4.1727,,,38,4078444735873,4.1727,4.1742,,19.2917,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3726,27.3726,1,0.0860,1.2789
RA Ball Zoo,22920,Synthesized,198.7813,4.1574,4.1540,,4.1711,,,4.1540,,,39,4078444777447,4.1540,4.1555,,23.4492,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6267,27.6267,1,0.0942,4.1575
RA Ball Zoo,22920,Synthesized,202.9553,4.1740,4.1704,,4.1710,,,4.1704,,,40,4078444819187,4.1704,4.1719,,27.6231,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8774,27.8774,1,0.0915,4.1378
RA Ball Zoo,22920,Synthesized,207.1159,4.1606,1.5490,,4.1710,,,1.5490,,,41,4078444860793,1.5490,4.1587,,18.0257,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,28.1253,1,0.0889,6.7621
RA Ball Zoo,22920,Synthesized,211.3214,4.2055,4.2021,,4.1712,,,4.2021,,,42,4078444902848,4.2021,4.2036,,22.2311,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3760,28.3760,1,0.0869,1.5309
RA Ball Zoo,22920,Synthesized,215.4960,4.1746,4.1711,,4.1712,,,4.1711,,,43,4078444944594,4.1711,4.1728,,26.4057,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6271,28.6271,1,0.0930,4.1879
RA Ball Zoo,22920,Synthesized,219.6670,4.1710,2.4072,,4.1712,,,2.4072,,,44,4078444986304,2.4072,4.1687,,14.1609,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1254,29.1254,1,0.0920,5.9153
RA Ball Zoo,22920,Synthesized,223.8203,4.1533,4.1499,,4.1711,,,4.1499,,,45,4078445027837,4.1499,4.1514,,18.3143,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3762,29.3762,1,0.0860,2.3874
RA Ball Zoo,22920,Synthesized,227.9826,4.1623,4.1589,,4.1712,,,4.1589,,,46,4078445069460,4.1589,4.1602,,22.4765,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6271,29.6271,1,0.0852,4.1342
RA Ball Zoo,22920,Synthesized,232.1570,4.1744,4.1711,,4.1711,,,4.1711,,,47,4078445111204,4.1711,4.1726,,26.6509,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8756,29.8756,1,0.0838,4.1419
RA Ball Zoo,22920,Synthesized,236.3296,4.1726,4.1689,,4.1711,,,4.1689,,,48,4078445152930,4.1689,4.1706,,30.8235,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,1.0000,30.0000,1,0.0881,4.1552
RA Ball Zoo,22920,Synthesized,240.4910,4.1614,2.7341,,4.1710,,,2.7341,,,49,4078445194544,2.7341,4.1595,,17.4858,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1251,30.1251,1,0.0825,5.5707
RA Ball Zoo,22920,Synthesized,244.6912,4.2002,4.1967,,4.1711,,,4.1967,,,50,4078445236546,4.1967,4.1982,,21.6859,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3752,30.3752,1,0.0790,2.7165
RA Ball Zoo,22920,Synthesized,248.8448,4.1536,4.1502,,4.1711,,,4.1502,,,51,4078445278082,4.1502,4.1516,,25.8395,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6254,30.6254,1,0.0841,4.1800
RA Ball Zoo,22920,Synthesized,253.0251,4.1803,4.1770,,4.1711,,,4.1770,,,52,4078445319885,4.1770,4.1784,,30.0198,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8755,30.8755,1,0.0885,4.1331
RA Ball Zoo,22920,Synthesized,257.1905,4.1654,2.3283,,4.1711,,,2.3283,,,53,4078445361539,2.3283,4.1633,,17.5146,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1251,31.1251,1,0.0904,5.9938
RA Ball Zoo,22920,Synthesized,261.3681,4.1776,4.1741,,4.1710,,,4.1741,,,54,4078445403315,4.1741,4.1756,,21.6921,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3752,31.3752,1,0.0789,2.3113
RA Ball Zoo,22920,Synthesized,265.5428,4.1747,4.1713,,4.1711,,,4.1713,,,55,4078445445062,4.1713,4.1727,,25.8668,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6257,31.6257,1,0.0857,4.1569
RA Ball Zoo,22920,Synthesized,269.7066,4.1638,4.1608,,4.1710,,,4.1608,,,56,4078445486700,4.1608,4.1621,,30.0308,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8759,31.8759,1,0.0878,4.1544
RA Ball Zoo,22920,Synthesized,273.8741,4.1675,2.3357,,4.1711,,,2.3357,,,57,4078445528375,2.3357,4.1658,,17.6937,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1251,32.1251,1,0.0786,5.9728
RA Ball Zoo,22920,Synthesized,278.0555,4.1814,4.1785,,4.1711,,,4.1785,,,58,4078445570189,4.1785,4.1798,,21.8751,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3769,32.3769,1,0.0789,2.3171
RA Ball Zoo,22920,Synthesized,282.2188,4.1633,4.1598,,4.1711,,,4.1598,,,59,4078445611822,4.1598,4.1611,,26.0383,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6282,32.6282,1,0.0854,4.1650
RA Ball Zoo,22920,Synthesized,286.3619,4.1431,2.3256,,4.1710,,,2.3256,,,60,4078445653253,2.3256,4.1412,,14.8801,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1256,33.1256,1,0.0880,5.9572
RA Ball Zoo,22920,Synthesized,290.5452,4.1833,4.1802,,4.1711,,,4.1802,,,61,4078445695086,4.1802,4.1815,,19.0634,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3769,33.3769,1,0.0860,2.3080
RA Ball Zoo,22920,Synthesized,294.7148,4.1696,4.1667,,4.1710,,,4.1667,,,62,4078445736782,4.1667,4.1680,,23.2330,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6282,33.6282,1,0.0864,4.1642
RA Ball Zoo,22920,Synthesized,298.8981,4.1833,4.1801,,4.1711,,,4.1801,,,63,4078445778615,4.1801,4.1815,,27.4163,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8769,33.8769,1,0.0936,4.1529
RA Ball Zoo,22920,Synthesized,303.0643,4.1662,2.3935,,4.1710,,,2.3935,,,64,4078445820277,2.3935,4.1642,,14.0206,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,34.1253,1,0.0917,5.9340
RA Ball Zoo,22920,Synthesized,307.2523,4.1880,4.1846,,4.1711,,,4.1846,,,65,4078445862157,4.1846,4.1861,,18.2085,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3758,34.3758,1,0.0860,2.3778
RA Ball Zoo,22920,Synthesized,311.4325,4.1802,4.1768,,4.1710,,,4.1768,,,66,4078445903959,4.1768,4.1782,,22.3888,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6264,34.6264,1,0.0860,4.1698
RA Ball Zoo,22920,Synthesized,315.5802,4.1477,4.1443,,4.1711,,,4.1443,,,67,4078445945436,4.1443,4.1458,,26.5366,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8769,34.8769,1,0.0929,4.1601
RA Ball Zoo,22920,Synthesized,319.7477,4.1675,2.3764,,4.1710,,,2.3764,,,68,4078445987111,2.3764,4.1655,,14.0598,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,35.1253,1,0.0875,5.9146
RA Ball Zoo,22920,Synthesized,323.9447,4.1970,4.1936,,4.1711,,,4.1936,,,69,4078446029081,4.1936,4.1950,,18.2567,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3758,35.3758,1,0.0859,2.3586
RA Ball Zoo,22920,Synthesized,328.0870,4.1423,4.1390,,4.1710,,,4.1390,,,70,4078446070504,4.1390,4.1404,,22.3990,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6263,35.6263,1,0.0911,4.1789
RA Ball Zoo,22920,Synthesized,332.2582,4.1712,4.1678,,4.1710,,,4.1678,,,71,4078446112216,4.1678,4.1693,,26.5702,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8746,35.8746,1,0.0943,4.1221
RA Ball Zoo,22920,Synthesized,336.4431,4.1849,4.1812,,4.1711,,,4.1812,,,72,4078446154065,4.1812,4.1829,,30.7551,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,1.0000,36.0000,1,0.0864,4.1519
RA Ball Zoo,22920,Synthesized,340.6104,4.1673,1.5289,,4.1712,,,1.5289,,,73,4078446195738,1.5289,4.1652,,17.4251,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1249,36.1249,1,0.0882,6.7990
RA Ball Zoo,22920,Synthesized,344.7814,4.1710,4.1677,,4.1711,,,4.1677,,,74,4078446237448,4.1677,4.1692,,21.5961,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3748,36.3748,1,0.0899,1.5088
RA Ball Zoo,22920,Synthesized,348.9461,4.1647,4.1614,,4.1711,,,4.1614,,,75,4078446279095,4.1614,4.1628,,25.7609,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6260,36.6260,1,0.0882,4.1536
RA Ball Zoo,22920,Synthesized,353.1345,4.1884,2.3749,,4.1711,,,2.3749,,,76,4078446320979,2.3749,4.1866,,13.9497,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1252,37.1252,1,0.0874,5.9554
RA Ball Zoo,22920,Synthesized,357.3145,4.1800,4.1767,,4.1711,,,4.1767,,,77,4078446362779,4.1767,4.1782,,18.1298,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3756,37.3756,1,0.0858,2.3570
RA Ball Zoo,22920,Synthesized,361.4632,4.1487,4.1439,,4.1710,,,4.1439,,,78,4078446404266,4.1439,4.1460,,22.2784,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6260,37.6260,1,0.0918,4.1617
RA Ball Zoo,22920,Synthesized,365.6303,4.1671,4.1636,,4.1711,,,4.1636,,,79,4078446445937,4.1636,4.1650,,26.4455,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8764,37.8764,1,0.0920,4.1222
RA Ball Zoo,22920,Synthesized,369.8086,4.1783,4.1751,,4.1710,,,4.1751,,,80,4078446487720,4.1751,4.1764,,30.6239,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,1.0000,38.0000,1,0.0863,4.1460
RA Ball Zoo,22920,Synthesized,373.9775,4.1689,1.7890,,4.1711,,,1.7890,,,81,4078446529409,1.7890,4.1670,,18.1644,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,38.1253,1,0.0884,6.5337
RA Ball Zoo,22920,Synthesized,378.1425,4.1650,4.1610,,4.1710,,,4.1610,,,82,4078446571059,4.1610,4.1628,,22.3293,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3756,38.3756,1,0.0921,1.7705
RA Ball Zoo,22920,Synthesized,382.3121,4.1696,4.1663,,4.1710,,,4.1663,,,83,4078446612755,4.1663,4.1677,,26.4990,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6266,38.6266,1,0.0915,4.1443
RA Ball Zoo,22920,Synthesized,386.4864,4.1743,2.0962,,4.1710,,,2.0962,,,84,4078446654498,2.0962,4.1725,,14.3619,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,39.1253,1,0.0869,6.2253
RA Ball Zoo,22920,Synthesized,390.6476,4.1612,4.1579,,4.1711,,,4.1579,,,85,4078446696110,4.1579,4.1592,,18.5230,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.3760,39.3760,1,0.0852,2.0781
RA Ball Zoo,22920,Synthesized,394.8196,4.1720,4.1684,,4.1709,,,4.1684,,,86,4078446737830,4.1684,4.1699,,22.6950,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.6266,39.6266,1,0.0916,4.1437
RA Ball Zoo,22920,Synthesized,398.9831,4.1635,4.1601,,4.1710,,,4.1601,,,87,4078446779465,4.1601,4.1616,,26.8585,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.8766,39.8766,1,0.0943,4.1510
RA Ball Zoo,22920,Synthesized,403.1730,4.1899,2.5553,,4.1711,,,2.5553,,,88,4078446821364,2.5553,4.1879,,14.1820,,,28,0,,,,,,4090,98.0000,338.6030,44.0000,3045.0000,12251.0000,11333.3906,,,,,,,,,0.1253,40.1253,1,0.0877,5.7749
